id,name,role,rating,reviews,location,experience,specialization,skills,availability,charges,chargeNum,phone,email,photo,bio,review1_name,review1_stars,review1_text,review2_name,review2_stars,review2_text
1041,Dr. Shyamala Devi,Pulmonologist,4.8,234,Thiruvananthapuram,9 yrs,Elderly Care|Post Surgery Care,COPD Management|Asthma Care,Available,Rs1100,1100,+91 94470 99445,shyamala.devi@prsgh.com,https://randomuser.me/api/portraits/women/37.jpg,Pulmonologist in Trivandrum,Sukumaran P.,5,COPD well managed,,,
1042,Dr. Jitendra Thakur,Wound Care Specialist,4.8,167,Indore,4 yrs,Post Surgery Care|Home Nursing,Pressure Ulcer Care|Diabetic Wound,Available,Rs700,700,+91 98270 99445,jitendra.thakur@chlahosp.com,https://randomuser.me/api/portraits/men/64.jpg,Wound care specialist at CHL Indore,Pankaj M.,5,Bedsore healed,,,
1043,Dr. Sharada Iyer,Rheumatologist,4.8,198,Chennai,7 yrs,Elderly Care,Arthritis Management|Osteoporosis,Available,Rs1000,1000,+91 98410 99445,sharada.iyer@apolloclinic.com,https://randomuser.me/api/portraits/women/38.jpg,Rheumatologist at Apollo Chennai,Sundar R.,5,RA well controlled,,,
1044,Dr. Vinayak Deshmukh,Cardiologist,4.9,456,Nagpur,13 yrs,Elderly Care|Post Surgery Care,Complex Coronary Interventions,Available,Rs1900,1900,+91 93731 99445,vinayak.deshmukh@orangecity.com,https://randomuser.me/api/portraits/men/65.jpg,Senior cardiologist in Nagpur,Vijay M.,5,Excellent angioplasty,,,
1045,Dr. Bhavani Shankar,Physiotherapist,4.8,178,Delhi,5 yrs,Stroke Recovery|Post Surgery Care,Neuro Rehab|Gait Training,Available,Rs650,650,+91 98119 99445,bhavani.shankar@blkmax.com,https://randomuser.me/api/portraits/men/66.jpg,Neuro physiotherapist in Delhi,Rajesh K.,5,Excellent stroke recovery,,,
1046,Dr. Leela Krishnan,Home Ventilator Nurse,4.9,267,Thrissur,6 yrs,Night Care|Post Surgery Care,Ventilator Management|Tracheostomy Care,Available,Rs1300,1300,+91 98460 99445,leela.krishnan@amritahospital.com,https://randomuser.me/api/portraits/women/39.jpg,Home ventilator nurse in Thrissur,Joseph K.,5,Reliable ventilator care,,,
1047,Dr. Naresh Gupta,Nutritionist,4.6,98,Delhi,3 yrs,Elderly Care|Wellness Care,Diabetic Diet|Heart Healthy Diet,Available,Rs500,500,+91 98119 99445,naresh.gupta@maxhealthcare.com,https://randomuser.me/api/portraits/men/67.jpg,Geriatric nutritionist in Delhi,Rajesh K.,4,Good diet plan,,,
1048,Dr. Prema Nair,Orthopedic Surgeon,4.9,512,Kochi,15 yrs,Post Surgery Care|Elderly Care,Joint Replacement|Arthroscopy,Available,Rs2300,2300,+91 98460 99445,prema.nair@astermedcity.com,https://randomuser.me/api/portraits/women/40.jpg,Senior orthopedic surgeon at Aster Medcity,Thomas K.,5,Successful knee replacement,,,
1049,Dr. Ramanuj Choudhary,Cardiologist,4.9,456,Jaipur,12 yrs,Elderly Care|Post Surgery Care,Preventive Cardiology|Lipid Management,Available,Rs1700,1700,+91 98292 99445,ramanuj.choudhary@smsmedical.com,https://randomuser.me/api/portraits/men/68.jpg,Senior cardiologist at SMS Jaipur,Rajendra M.,5,Cholesterol under control,,,
1050,Dr. Sushila Kumari,Physiotherapist,4.8,178,Patna,4 yrs,Stroke Recovery|Post Surgery Care,Hand Rehabilitation|Balance Training,Available,Rs600,600,+91 93041 99445,sushila.kumari@igims.org,https://randomuser.me/api/portraits/women/41.jpg,Neuro physiotherapist at IGIMS Patna,Ravi S.,5,Good hand function recovery,,,
1051,Dr. Harishankar Pujari,Geriatric Specialist,4.9,312,Bhubaneswar,9 yrs,Elderly Care|Dementia Care,Comprehensive Assessment|Fall Prevention,Available,Rs1200,1200,+91 98610 99445,harishankar.pujari@aiimsbbsr.edu,https://randomuser.me/api/portraits/men/69.jpg,Senior geriatrician at AIIMS Bhubaneswar,Bijay K.,5,Excellent care for my father,,,
1052,Dr. Kamakshi Subramanian,Nephrologist,4.9,389,Chennai,11 yrs,Elderly Care|Post Surgery Care,Hemodialysis|Kidney Transplant,Available,Rs1600,1600,+91 98410 99445,kamakshi.subramanian@apolloclinic.com,https://randomuser.me/api/portraits/women/42.jpg,Nephrologist at Apollo Chennai,Sundar R.,5,Excellent dialysis care,,,
1053,Dr. Dharmendra Singh,Home Nursing Specialist,4.8,234,Agra,6 yrs,Home Nursing|Elderly Care,Post-operative Care|IV Therapy,Available,Rs800,800,+91 98370 99445,dharmendra.singh@snmhospital.com,https://randomuser.me/api/portraits/men/70.jpg,Experienced home nurse in Agra,Neeraj G.,5,Very professional care,,,
1054,Dr. Kausalya Devi,ENT Specialist,4.6,112,Madurai,4 yrs,Elderly Care,Hearing Aid Fitting|Vertigo Management,Available,Rs600,600,+91 98421 99445,kausalya.devi@apollomadurai.com,https://randomuser.me/api/portraits/women/43.jpg,ENT specialist at Apollo Madurai,Meena S.,4,Better hearing now,,,
1055,Dr. Muruganandam,Pulmonologist,4.8,234,Coimbatore,8 yrs,Elderly Care|Post Surgery Care,Asthma Management|COPD Care,Available,Rs1000,1000,+91 98422 99445,muruganandam@kmch.edu,https://randomuser.me/api/portraits/men/71.jpg,Pulmonologist at KMCH Coimbatore,Vijay R.,5,Asthma now controlled,,,
1056,Dr. Vatsala Rani,Wound Care Specialist,4.8,167,Bangalore,4 yrs,Post Surgery Care|Home Nursing,Pressure Ulcer Care|Diabetic Wound,Available,Rs700,700,+91 99807 99445,vatsala.rani@manipal.edu,https://randomuser.me/api/portraits/women/44.jpg,Wound care specialist at Manipal Bangalore,Ravi K.,5,Bedsore healed,,,
1057,Dr. Raghunandan Sharma,Rheumatologist,4.8,198,Delhi,6 yrs,Elderly Care,Arthritis Management|Gout Care,Available,Rs900,900,+91 98119 99445,raghunandan.sharma@blkmax.com,https://randomuser.me/api/portraits/men/72.jpg,Rheumatologist at BLK Max Delhi,Rajesh K.,5,Arthritis pain reduced,,,
1058,Dr. Manoranjitham,Cardiologist,4.9,456,Madurai,11 yrs,Elderly Care|Post Surgery Care,Primary Angioplasty|Echo,Available,Rs1500,1500,+91 98421 99445,manoranjitham@apollomadurai.com,https://randomuser.me/api/portraits/women/45.jpg,Senior cardiologist at Apollo Madurai,Meena S.,5,Excellent angioplasty,,,
1059,Dr. Kailash Chandra,Physiotherapist,4.8,178,Jaipur,4 yrs,Stroke Recovery|Post Surgery Care,Neuro Rehab|Gait Training,Available,Rs600,600,+91 98292 99445,kailash.chandra@ehcc.in,https://randomuser.me/api/portraits/men/73.jpg,Neuro physiotherapist in Jaipur,Sunita M.,5,Excellent stroke recovery,,,
1060,Dr. Vanaja Kumari,Home Ventilator Nurse,4.9,267,Visakhapatnam,5 yrs,Night Care|Post Surgery Care,Non-invasive Ventilation|CPAP,Available,Rs1100,1100,+91 98491 99445,vanaja.kumari@visakhapatnamrehab.com,https://randomuser.me/api/portraits/women/46.jpg,Home ventilator nurse in Vizag,Suresh P.,5,Excellent BiPAP support,,,
1061,Dr. Bhupendra Singh,Nutritionist,4.6,98,Gwalior,3 yrs,Elderly Care|Wellness Care,Diabetic Diet|Heart Healthy Diet,Available,Rs500,500,+91 98260 99445,bhupendra.singh@gwaliorcare.com,https://randomuser.me/api/portraits/men/74.jpg,Geriatric nutritionist in Gwalior,Neha S.,4,Good diet plan,,,
1062,Dr. Chellamma,Orthopedic Surgeon,4.9,512,Thiruvananthapuram,14 yrs,Post Surgery Care|Elderly Care,Joint Replacement|Arthroscopy,Available,Rs2100,2100,+91 94470 99445,chellamma@prsgh.com,https://randomuser.me/api/portraits/women/47.jpg,Senior orthopedic surgeon in Trivandrum,Sukumaran P.,5,Successful knee replacement,,,
1063,Dr. Indrasen,Cardiologist,4.9,456,Delhi,11 yrs,Elderly Care|Post Surgery Care,Complex Coronary Interventions,Available,Rs1700,1700,+91 98119 99445,indrasen@maxhealthcare.com,https://randomuser.me/api/portraits/men/75.jpg,Senior cardiologist at Max Delhi,Rajesh K.,5,Excellent angioplasty,,,
1064,Dr. Urmila Sharma,Physiotherapist,4.8,178,Delhi,3 yrs,Stroke Recovery|Post Surgery Care,Hand Rehabilitation|Balance Training,Available,Rs550,550,+91 98119 99445,urmila.sharma@blkmax.com,https://randomuser.me/api/portraits/women/48.jpg,Neuro physiotherapist in Delhi,Rajesh K.,5,Good hand function recovery,,,
1065,Dr. Nagaraja Rao,Geriatric Specialist,4.9,312,Mysore,8 yrs,Elderly Care|Dementia Care,Comprehensive Assessment|Fall Prevention,Available,Rs1100,1100,+91 98451 99445,nagaraja.rao@jsshospital.edu,https://randomuser.me/api/portraits/men/76.jpg,Senior geriatrician at JSS Mysore,Sridhar K.,5,Excellent care for my father,,,
1066,Dr. Pramila Devi,Nephrologist,4.9,389,Patna,9 yrs,Elderly Care|Post Surgery Care,Dialysis Management|Kidney Care,Available,Rs1300,1300,+91 93041 99445,pramila.devi@igims.org,https://randomuser.me/api/portraits/women/49.jpg,Nephrologist at IGIMS Patna,Ravi S.,5,Excellent dialysis care,,,
1067,Dr. Gyanendra Singh,Home Nursing Specialist,4.8,234,Allahabad,5 yrs,Home Nursing|Elderly Care,IV Therapy|Wound Dressing,Available,Rs700,700,+91 98370 99445,gyanendra.singh@mlnmedical.edu,https://randomuser.me/api/portraits/men/77.jpg,Experienced home nurse in Allahabad,Priyanka S.,5,Very caring and skilled,,,
1068,Dr. Sundari Ammal,ENT Specialist,4.6,112,Tirunelveli,3 yrs,Elderly Care,Vertigo Treatment|Nasal Surgery,Available,Rs550,550,+91 98423 99445,sundari.ammal@tvmch.edu,https://randomuser.me/api/portraits/women/50.jpg,ENT specialist in Tirunelveli,Selvi R.,4,Vertigo reduced,,,
1069,Dr. Mahesh Chandra,Pulmonologist,4.8,234,Delhi,7 yrs,Elderly Care|Post Surgery Care,COPD Management|Asthma Care,Available,Rs1000,1000,+91 98119 99445,mahesh.chandra@maxhealthcare.com,https://randomuser.me/api/portraits/men/78.jpg,Pulmonologist at Max Delhi,Rajesh K.,5,COPD well managed,,,
1070,Dr. Ramani Bai,Wound Care Specialist,4.8,167,Kochi,3 yrs,Post Surgery Care|Home Nursing,Pressure Ulcer Care|Diabetic Wound,Available,Rs600,600,+91 98460 99445,ramani.bai@astermedcity.com,https://randomuser.me/api/portraits/women/51.jpg,Wound care specialist at Aster Medcity,Thomas K.,5,Bedsore healed,,,
1071,Dr. Arumugam,Rheumatologist,4.8,198,Chennai,5 yrs,Elderly Care,Arthritis Management|Osteoporosis,Available,Rs800,800,+91 98410 99445,arumugam@apolloclinic.com,https://randomuser.me/api/portraits/men/79.jpg,Rheumatologist at Apollo Chennai,Sundar R.,5,RA well controlled,,,
1072,Dr. Bhagyalakshmi,Cardiologist,4.9,456,Hyderabad,10 yrs,Elderly Care|Post Surgery Care,Preventive Cardiology|Lipid Management,Available,Rs1400,1400,+91 99897 99445,bhagyalakshmi@yashoda.com,https://randomuser.me/api/portraits/women/52.jpg,Senior cardiologist at Yashoda Hyderabad,Ramana K.,5,Cholesterol under control,,,
1073,Dr. Chanchal Singh,Physiotherapist,4.8,178,Delhi,3 yrs,Stroke Recovery|Post Surgery Care,Neuro Rehab|Gait Training,Available,Rs550,550,+91 98119 99445,chanchal.singh@blkmax.com,https://randomuser.me/api/portraits/men/80.jpg,Neuro physiotherapist in Delhi,Rajesh K.,5,Excellent stroke recovery,,,
1074,Dr. Devaki Amma,Home Ventilator Nurse,4.9,267,Thiruvananthapuram,4 yrs,Night Care|Post Surgery Care,Ventilator Management|Tracheostomy Care,Available,Rs1000,1000,+91 94470 99445,devaki.amma@prsgh.com,https://randomuser.me/api/portraits/women/53.jpg,Home ventilator nurse in Trivandrum,Sukumaran P.,5,Reliable ventilator care,,,
1075,Dr. Eknath Rao,Nutritionist,4.6,98,Mumbai,2 yrs,Elderly Care|Wellness Care,Diabetic Diet|Heart Healthy Diet,Available,Rs450,450,+91 98200 99445,eknath.rao@lilavati.com,https://randomuser.me/api/portraits/men/81.jpg,Geriatric nutritionist in Mumbai,Feroze K.,4,Good diet plan,,,
1076,Dr. Gowri Shankar,Orthopedic Surgeon,4.9,512,Bangalore,13 yrs,Post Surgery Care|Elderly Care,Joint Replacement|Arthroscopy,Available,Rs2000,2000,+91 99807 99445,gowri.shankar@manipal.edu,https://randomuser.me/api/portraits/men/82.jpg,Senior orthopedic surgeon at Manipal Bangalore,Ravi K.,5,Successful knee replacement,,,
1077,Dr. Hema Malini,Cardiologist,4.9,456,Delhi,9 yrs,Elderly Care|Post Surgery Care,Primary Angioplasty|Echo,Available,Rs1300,1300,+91 98119 99445,hema.malini@maxhealthcare.com,https://randomuser.me/api/portraits/women/54.jpg,Senior cardiologist at Max Delhi,Rajesh K.,5,Excellent angioplasty,,,
1078,Dr. Ishwar Chandra,Physiotherapist,4.8,178,Patna,3 yrs,Stroke Recovery|Post Surgery Care,Hand Rehabilitation|Balance Training,Available,Rs550,550,+91 93041 99445,ishwar.chandra@igims.org,https://randomuser.me/api/portraits/men/83.jpg,Neuro physiotherapist at IGIMS Patna,Ravi S.,5,Good hand function recovery,,,
1079,Dr. Jayalakshmi,Geriatric Specialist,4.9,312,Chennai,6 yrs,Elderly Care|Dementia Care,Comprehensive Assessment|Fall Prevention,Available,Rs900,900,+91 98410 99445,jayalakshmi@apolloclinic.com,https://randomuser.me/api/portraits/women/55.jpg,Senior geriatrician at Apollo Chennai,Sundar R.,5,Excellent care for my father,,,
1080,Dr. Keshava Murthy,Nephrologist,4.9,389,Mysore,8 yrs,Elderly Care|Post Surgery Care,Hemodialysis|Kidney Transplant,Available,Rs1200,1200,+91 98451 99445,keshava.murthy@jsshospital.edu,https://randomuser.me/api/portraits/men/84.jpg,Nephrologist at JSS Mysore,Sridhar K.,5,Excellent dialysis care,,,
1081,Dr. Laxmibai,Home Nursing Specialist,4.8,234,Nagpur,4 yrs,Home Nursing|Elderly Care,Post-operative Care|IV Therapy,Available,Rs650,650,+91 93731 99445,laxmibai@orangecity.com,https://randomuser.me/api/portraits/women/56.jpg,Experienced home nurse in Nagpur,Vijay M.,5,Very professional care,,,
1082,Dr. Muralidharan,ENT Specialist,4.6,112,Salem,3 yrs,Elderly Care,Hearing Aid Fitting|Vertigo Management,Available,Rs550,550,+91 98422 99445,muralidharan@salemcare.com,https://randomuser.me/api/portraits/men/85.jpg,ENT specialist in Salem,Kumaravel P.,4,Better hearing now,,,
1083,Dr. Nirmala Kumari,Pulmonologist,4.8,234,Hyderabad,6 yrs,Elderly Care|Post Surgery Care,Asthma Management|COPD Care,Available,Rs850,850,+91 99897 99445,nirmala.kumari@carehospitals.com,https://randomuser.me/api/portraits/women/57.jpg,Pulmonologist at Care Hospitals Hyderabad,Azhar M.,5,Asthma now controlled,,,
1084,Dr. Omprakash Yadav,Wound Care Specialist,4.8,167,Delhi,3 yrs,Post Surgery Care|Home Nursing,Pressure Ulcer Care|Diabetic Wound,Available,Rs550,550,+91 98119 99445,omprakash.yadav@maxhealthcare.com,https://randomuser.me/api/portraits/men/86.jpg,Wound care specialist in Delhi,Rajesh K.,5,Bedsore healed,,,
1085,Dr. Parvathi Menon,Rheumatologist,4.8,198,Kochi,5 yrs,Elderly Care,Arthritis Management|Gout Care,Available,Rs800,800,+91 98460 99445,parvathi.menon@astermedcity.com,https://randomuser.me/api/portraits/women/58.jpg,Rheumatologist at Aster Medcity,Thomas K.,5,Arthritis pain reduced,,,
1086,Dr. Rajkumar Gupta,Cardiologist,4.9,456,Delhi,8 yrs,Elderly Care|Post Surgery Care,Complex Coronary Interventions,Available,Rs1200,1200,+91 98119 99445,rajkumar.gupta@blkmax.com,https://randomuser.me/api/portraits/men/87.jpg,Senior cardiologist at BLK Max Delhi,Rajesh K.,5,Excellent angioplasty,,,
1087,Dr. Savitri Bai,Physiotherapist,4.8,178,Indore,3 yrs,Stroke Recovery|Post Surgery Care,Neuro Rehab|Gait Training,Available,Rs550,550,+91 98270 99445,savitri.bai@chlahosp.com,https://randomuser.me/api/portraits/women/59.jpg,Neuro physiotherapist at CHL Indore,Pankaj M.,5,Excellent stroke recovery,,,
1088,Dr. Thangavelu,Home Ventilator Nurse,4.9,267,Coimbatore,3 yrs,Night Care|Post Surgery Care,Ventilator Management|Tracheostomy Care,Available,Rs900,900,+91 98422 99445,thangavelu@kmch.edu,https://randomuser.me/api/portraits/men/88.jpg,Home ventilator nurse at KMCH Coimbatore,Vijay R.,5,Reliable ventilator care,,,
1089,Dr. Usha Kiran,Nutritionist,4.6,98,Bangalore,2 yrs,Elderly Care|Wellness Care,Diabetic Diet|Heart Healthy Diet,Available,Rs450,450,+91 99807 99445,usha.kiran@manipal.edu,https://randomuser.me/api/portraits/women/60.jpg,Geriatric nutritionist in Bangalore,Ravi K.,4,Good diet plan,,,
1090,Dr. Vishwanath Shetty,Orthopedic Surgeon,4.9,512,Mangalore,11 yrs,Post Surgery Care|Elderly Care,Joint Replacement|Arthroscopy,Available,Rs1600,1600,+91 98451 99445,vishwanath.shetty@kankanadycare.com,https://randomuser.me/api/portraits/men/89.jpg,Senior orthopedic surgeon in Mangalore,Ronald P.,5,Successful knee replacement,,,
1091,Dr. Yamuna Devi,Cardiologist,4.9,456,Madurai,8 yrs,Elderly Care|Post Surgery Care,Preventive Cardiology|Lipid Management,Available,Rs1100,1100,+91 98421 99445,yamuna.devi@apollomadurai.com,https://randomuser.me/api/portraits/women/61.jpg,Senior cardiologist at Apollo Madurai,Meena S.,5,Cholesterol under control,,,
1092,Dr. Zakia Sultana,Physiotherapist,4.8,178,Hyderabad,3 yrs,Stroke Recovery|Post Surgery Care,Hand Rehabilitation|Balance Training,Available,Rs550,550,+91 99897 99445,zakia.sultana@yashoda.com,https://randomuser.me/api/portraits/women/62.jpg,Neuro physiotherapist in Hyderabad,Ramana K.,5,Good hand function recovery,,,
1093,Dr. Akhilendra Singh,Geriatric Specialist,4.9,312,Patna,5 yrs,Elderly Care|Dementia Care,Comprehensive Assessment|Fall Prevention,Available,Rs800,800,+91 93041 99445,akhilendra.singh@igims.org,https://randomuser.me/api/portraits/men/90.jpg,Senior geriatrician at IGIMS Patna,Ravi S.,5,Excellent care for my father,,,
1094,Dr. Bharati Desai,Nephrologist,4.9,389,Ahmedabad,7 yrs,Elderly Care|Post Surgery Care,Dialysis Management|Kidney Care,Available,Rs1100,1100,+91 98790 99445,bharati.desai@shalby.org,https://randomuser.me/api/portraits/women/63.jpg,Nephrologist at Shalby Ahmedabad,Jignesh S.,5,Excellent dialysis care,,,
1095,Dr. Chaturbhuj Prasad,Home Nursing Specialist,4.8,234,Varanasi,4 yrs,Home Nursing|Elderly Care,IV Therapy|Wound Dressing,Available,Rs650,650,+91 98370 99445,chaturbhuj.prasad@bhu.ac.in,https://randomuser.me/api/portraits/men/91.jpg,Experienced home nurse in Varanasi,Shashank P.,5,Very caring and skilled,,,
1096,Dr. Durgabai,ENT Specialist,4.6,112,Vijayawada,2 yrs,Elderly Care,Vertigo Treatment|Nasal Surgery,Available,Rs500,500,+91 98858 99445,durgabai@vijayawadaent.com,https://randomuser.me/api/portraits/women/64.jpg,ENT specialist in Vijayawada,Nageswara R.,4,Vertigo reduced,,,
1097,Dr. Eswar Rao,Pulmonologist,4.8,234,Visakhapatnam,5 yrs,Elderly Care|Post Surgery Care,COPD Management|Asthma Care,Available,Rs800,800,+91 98491 99445,eswar.rao@visakhapatnamrehab.com,https://randomuser.me/api/portraits/men/92.jpg,Pulmonologist in Vizag,Suresh P.,5,COPD well managed,,,
1098,Dr. Fatima Begum,Wound Care Specialist,4.8,167,Hyderabad,2 yrs,Post Surgery Care|Home Nursing,Pressure Ulcer Care|Diabetic Wound,Available,Rs500,500,+91 99897 99445,fatima.begum@yashoda.com,https://randomuser.me/api/portraits/women/65.jpg,Wound care specialist at Yashoda Hyderabad,Ramana K.,5,Bedsore healed,,,
1099,Dr. Gajendra Singh,Rheumatologist,4.8,198,Jaipur,4 yrs,Elderly Care,Arthritis Management|Osteoporosis,Available,Rs700,700,+91 98292 99445,gajendra.singh@ehcc.in,https://randomuser.me/api/portraits/men/93.jpg,Rheumatologist in Jaipur,Sunita M.,5,RA well controlled,,,
1100,Dr. Hemavati,Cardiologist,4.9,456,Bangalore,7 yrs,Elderly Care|Post Surgery Care,Primary Angioplasty|Echo,Available,Rs1000,1000,+91 99807 99445,hemavati@manipal.edu,https://randomuser.me/api/portraits/women/66.jpg,Senior cardiologist at Manipal Bangalore,Ravi K.,5,Excellent angioplasty,,,
1101,Dr. Inderjit Kaur,Physiotherapist,4.8,178,Amritsar,3 yrs,Stroke Recovery|Post Surgery Care,Neuro Rehab|Gait Training,Available,Rs550,550,+91 98156 99445,inderjit.kaur@amandeep.com,https://randomuser.me/api/portraits/women/67.jpg,Neuro physiotherapist in Amritsar,Gurpreet K.,5,Excellent stroke recovery,,,
1102,Dr. Jagannathan,Home Ventilator Nurse,4.9,267,Chennai,3 yrs,Night Care|Post Surgery Care,Non-invasive Ventilation|CPAP,Available,Rs800,800,+91 98410 99445,jagannathan@apolloclinic.com,https://randomuser.me/api/portraits/men/94.jpg,Home ventilator nurse in Chennai,Sundar R.,5,Excellent BiPAP support,,,
1103,Dr. Kamala Bai,Nutritionist,4.6,98,Belgaum,2 yrs,Elderly Care|Wellness Care,Diabetic Diet|Heart Healthy Diet,Available,Rs450,450,+91 98453 99445,kamala.bai@belgaumcare.com,https://randomuser.me/api/portraits/women/68.jpg,Geriatric nutritionist in Belgaum,Shivaji P.,4,Good diet plan,,,
1104,Dr. Lalit Mohan,Orthopedic Surgeon,4.9,512,Delhi,10 yrs,Post Surgery Care|Elderly Care,Joint Replacement|Arthroscopy,Available,Rs1500,1500,+91 98119 99445,lalit.mohan@maxhealthcare.com,https://randomuser.me/api/portraits/men/95.jpg,Senior orthopedic surgeon at Max Delhi,Rajesh K.,5,Successful knee replacement,,,
1105,Dr. Malathi Krishnamurthy,Cardiologist,4.9,456,Chennai,6 yrs,Elderly Care|Post Surgery Care,Complex Coronary Interventions,Available,Rs900,900,+91 98410 99445,malathi.krishnamurthy@apolloclinic.com,https://randomuser.me/api/portraits/women/69.jpg,Senior cardiologist at Apollo Chennai,Sundar R.,5,Excellent angioplasty,,,
1106,Dr. Nand Kishore,Physiotherapist,4.8,178,Delhi,2 yrs,Stroke Recovery|Post Surgery Care,Hand Rehabilitation|Balance Training,Available,Rs500,500,+91 98119 99445,nand.kishore@blkmax.com,https://randomuser.me/api/portraits/men/96.jpg,Neuro physiotherapist in Delhi,Rajesh K.,5,Good hand function recovery,,,
1107,Dr. Om Prakash,Geriatric Specialist,4.9,312,Delhi,4 yrs,Elderly Care|Dementia Care,Comprehensive Assessment|Fall Prevention,Available,Rs700,700,+91 98119 99445,om.prakash@maxhealthcare.com,https://randomuser.me/api/portraits/men/97.jpg,Senior geriatrician at Max Delhi,Rajesh K.,5,Excellent care for my father,,,
1108,Dr. Premalatha,Nephrologist,4.9,389,Coimbatore,6 yrs,Elderly Care|Post Surgery Care,Hemodialysis|Kidney Transplant,Available,Rs1000,1000,+91 98422 99445,premalatha@kmch.edu,https://randomuser.me/api/portraits/women/70.jpg,Nephrologist at KMCH Coimbatore,Vijay R.,5,Excellent dialysis care,,,
1109,Dr. Rajeshwari,Home Nursing Specialist,4.8,234,Bangalore,3 yrs,Home Nursing|Elderly Care,Post-operative Care|IV Therapy,Available,Rs600,600,+91 99807 99445,rajeshwari@manipal.edu,https://randomuser.me/api/portraits/women/71.jpg,Experienced home nurse in Bangalore,Ravi K.,5,Very professional care,,,
1110,Dr. Shankar Rao,ENT Specialist,4.6,112,Hyderabad,2 yrs,Elderly Care,Hearing Aid Fitting|Vertigo Management,Available,Rs500,500,+91 99897 99445,shankar.rao@carehospitals.com,https://randomuser.me/api/portraits/men/98.jpg,ENT specialist at Care Hospitals Hyderabad,Azhar M.,4,Better hearing now,,,
1111,Dr. Tulsi Das,Pulmonologist,4.8,234,Varanasi,4 yrs,Elderly Care|Post Surgery Care,Asthma Management|COPD Care,Available,Rs700,700,+91 98370 99445,tulsi.das@bhu.ac.in,https://randomuser.me/api/portraits/men/99.jpg,Pulmonologist at BHU Varanasi,Shashank P.,5,Asthma now controlled,,,
1112,Dr. Uma Shankar,Wound Care Specialist,4.8,167,Delhi,2 yrs,Post Surgery Care|Home Nursing,Pressure Ulcer Care|Diabetic Wound,Available,Rs500,500,+91 98119 99445,uma.shankar@maxhealthcare.com,https://randomuser.me/api/portraits/men/100.jpg,Wound care specialist in Delhi,Rajesh K.,5,Bedsore healed,,,
1113,Dr. Vasant Rao,Rheumatologist,4.8,198,Nagpur,3 yrs,Elderly Care,Arthritis Management|Gout Care,Available,Rs600,600,+91 93731 99445,vasant.rao@orangecity.com,https://randomuser.me/api/portraits/men/1.jpg,Rheumatologist in Nagpur,Vijay M.,5,Arthritis pain reduced,,,
1114,Dr. Vasanthi,Cardiologist,4.9,456,Coimbatore,5 yrs,Elderly Care|Post Surgery Care,Preventive Cardiology|Lipid Management,Available,Rs800,800,+91 98422 99445,vasanthi@kmch.edu,https://randomuser.me/api/portraits/women/72.jpg,Senior cardiologist at KMCH Coimbatore,Vijay R.,5,Cholesterol under control,,,
1115,Dr. Yogananda,Physiotherapist,4.8,178,Mysore,2 yrs,Stroke Recovery|Post Surgery Care,Neuro Rehab|Gait Training,Available,Rs500,500,+91 98451 99445,yogananda@jsshospital.edu,https://randomuser.me/api/portraits/men/2.jpg,Neuro physiotherapist at JSS Mysore,Sridhar K.,5,Excellent stroke recovery,,,
1116,Dr. Anjani Kumar,Home Ventilator Nurse,4.9,267,Patna,2 yrs,Night Care|Post Surgery Care,Ventilator Management|Tracheostomy Care,Available,Rs700,700,+91 93041 99445,anjani.kumar@igims.org,https://randomuser.me/api/portraits/men/3.jpg,Home ventilator nurse at IGIMS Patna,Ravi S.,5,Reliable ventilator care,,,
1117,Dr. Bina Devi,Nutritionist,4.6,98,Patna,1 yrs,Elderly Care|Wellness Care,Diabetic Diet|Heart Healthy Diet,Available,Rs400,400,+91 93041 99445,bina.devi@igims.org,https://randomuser.me/api/portraits/women/73.jpg,Geriatric nutritionist in Patna,Ravi S.,4,Good diet plan,,,
1118,Dr. Chandrashekhar,Orthopedic Surgeon,4.9,512,Pune,9 yrs,Post Surgery Care|Elderly Care,Joint Replacement|Arthroscopy,Available,Rs1400,1400,+91 90281 99445,chandrashekhar@rubyhall.com,https://randomuser.me/api/portraits/men/4.jpg,Senior orthopedic surgeon at Ruby Hall Pune,Anita J.,5,Successful knee replacement,,,
1119,Dr. Damodaran,Cardiologist,4.9,456,Kochi,6 yrs,Elderly Care|Post Surgery Care,Primary Angioplasty|Echo,Available,Rs900,900,+91 98460 99445,damodaran@astermedcity.com,https://randomuser.me/api/portraits/men/5.jpg,Senior cardiologist at Aster Medcity,Thomas K.,5,Excellent angioplasty,,,
1120,Dr. Elangovan,Physiotherapist,4.8,178,Chennai,2 yrs,Stroke Recovery|Post Surgery Care,Hand Rehabilitation|Balance Training,Available,Rs500,500,+91 98410 99445,elangovan@apolloclinic.com,https://randomuser.me/api/portraits/men/6.jpg,Neuro physiotherapist in Chennai,Sundar R.,5,Good hand function recovery,,,
1121,Dr. Girija Devi,Geriatric Specialist,4.9,312,Varanasi,4 yrs,Elderly Care|Dementia Care,Comprehensive Assessment|Fall Prevention,Available,Rs700,700,+91 98370 99445,girija.devi@bhu.ac.in,https://randomuser.me/api/portraits/women/74.jpg,Senior geriatrician at BHU Varanasi,Shashank P.,5,Excellent care for my father,,,
